City,State,Metro,CountyName,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12
Girard,IL,St. Louis,Macoupin,73600,74000,74300,74300,74400,74500,74400,74600,74700,75000,75200,75000
Farwell,TX,,Parmer,96200,96400,96500,96900,97000,97000,97300,97700,98200,99300,100400,100900
De Kalb,NY,Ogdensburg,Saint Lawrence,76800,77500,78200,78300,77900,77200,75800,75000,75800,76800,76700,76200
Anson,TX,Abilene,Jones,55200,55600,56000,56300,56700,57300,57700,58000,58400,58900,59100,59500
Buchanan,MI,Niles,Berrien,61600,63100,62900,61600,60200,60200,61200,62600,62300,61100,60400,60000
Hartland,CT,Hartford,Hartford,236000,238700,241500,243400,244200,244300,245000,246500,247900,248200,248400,248900
Two Harbors,MN,,Lake,116500,114900,114700,115600,116700,117300,117200,116800,117400,119700,122300,123600
Oakwood,PA,New Castle,Lawrence,75800,75200,75200,75300,75200,75300,75600,76000,76100,75700,75700,76300
Franklin,NY,,Delaware,118100,118400,119200,120200,121100,121500,121600,122100,122900,123100,122700,123200
Rushford,NY,,Allegany,81000,81500,82200,82500,82400,82600,83300,83600,84100,85000,85500,85600
Rockvale,TN,Nashville,Rutherford,191000,192800,194600,196000,197400,199000,201000,203500,206800,209300,211000,213400
Jayess,MS,,Lawrence,98000,98100,98300,99000,100200,101300,102100,102700,103200,103600,104000,104400
Spring Valley,OH,Dayton,Greene,207100,206000,206900,208800,211400,213900,215300,217500,220400,222200,222500,223200
Terrace Park,OH,Cincinnati,Hamilton,422800,422600,421500,422000,425000,429300,434400,439000,442700,446800,450800,453700
Eden,PA,Lancaster,Lancaster,220400,221600,223300,224700,226000,227300,227300,226200,224800,223900,222900,223100
Mountain View,NC,Hickory,Catawba,118500,119400,120300,120800,121400,122100,122200,122000,121900,122400,123600,125400
Templeton,MA,Worcester,Worcester,186600,188300,190000,191700,194100,196500,197600,198400,200400,202700,204600,205900
Morris,CT,Torrington,Litchfield,257100,257800,258000,258600,262400,266500,266800,264400,262900,261500,260300,259000
South Jacksonville,IL,Jacksonville,Morgan,93700,93300,93300,93600,93600,93700,94100,94600,94800,94700,94600,94800
Union,PA,Scranton,Luzerne,131400,128600,127500,127600,127600,127400,128400,129200,130600,131900,132500,132000
Rose,NY,Rochester,Wayne,70500,71100,71600,71600,71400,72000,72900,73400,74100,75400,76200,76400
Independence,VA,,Grayson,103900,104400,104700,104600,103700,103000,102900,102700,102300,101900,102400,103800
La Salle,MI,Monroe,Monroe,126700,129200,131800,134200,136000,136800,136700,136500,137200,137900,138200,137900
Clarinda,IA,,Page,69000,69500,69500,69200,69500,70000,70400,70700,71100,71200,71200,71600
Brookville,OH,Dayton,Montgomery,88700,89100,89600,90000,90300,91000,92200,93600,95400,97700,99700,100400
Weimar,TX,,Colorado,113500,115800,117300,119100,121200,121700,121000,121600,123000,125200,127600,129100
Marceline,MO,,Chariton,57700,57700,58100,58300,58100,58300,58400,58400,58200,58400,59000,59700
North East,NY,New York,Dutchess,259700,259400,261900,266200,265500,261200,256700,252500,251000,252200,251800,250300
East Brookfield,MA,Worcester,Worcester,197800,199500,201300,202100,203100,204300,205400,207000,209500,212500,214400,215400
Lowhill,PA,Allentown,Lehigh,275700,275600,275500,274300,273300,273800,274100,275200,278500,281200,281800,283500
Mansfield,NJ,Allentown,Warren,225400,220000,218700,218700,218700,218400,219200,219300,219600,222100,226600,231600
Menallen,PA,Gettysburg,Adams,165100,164000,162200,162000,164100,167800,173100,178800,184200,189300,194000,197300
Paradise,PA,York,York,166100,166400,166700,166700,166500,166700,167100,167700,168000,167800,167900,168600
Landover Hills,MD,Washington,Prince Georges,213900,214200,215400,217900,220500,221600,222200,223400,226000,229500,233200,235700
Gibbsboro,NJ,Philadelphia,Camden,159900,161300,162500,163400,164500,168000,171300,171800,171800,173500,176000,179600
Chattahoochee,FL,Tallahassee,Gadsden,45900,46000,45500,44900,44300,43700,43500,43400,43300,43400,43800,44100
Brimley,MI,Sault Ste. Marie,Chippewa,92200,93100,93400,93700,94100,94400,94500,94400,94200,94600,95400,95500
Cook,PA,Pittsburgh,Westmoreland,112600,115600,116700,116600,115000,113200,112500,112200,112400,114500,117100,117400
Eastport,NY,New York,Suffolk,465100,465000,466900,471300,472300,471400,472300,473300,472000,470600,473200,481900
Antelope Valley-Crestview,WY,Gillette,Campbell,264900,266100,267400,268100,267500,265900,264200,262700,264200,269500,274500,276200
Alta,IA,Storm Lake,Buena Vista,107400,108100,108800,109100,109500,110200,110800,111300,111700,112100,112200,112300
Welch,MN,Red Wing,Goodhue,261700,261800,261800,262700,264400,267400,270300,272100,272300,273000,275200,277300
Washington,PA,Indiana,Indiana,112700,113100,113800,114900,115400,115500,116200,117000,117300,117100,116700,116000
Conway Springs,KS,Wichita,Sumner,87600,86600,86500,88100,88500,86800,85200,85500,86500,87300,87700,87400
Alabama,NY,Batavia,Genesee,93300,93200,93700,94700,95200,95500,95800,96400,97400,98700,99100,99400
Troy,NH,Keene,Cheshire,135000,135300,134900,134000,133200,133300,134400,135400,135300,134900,134500,134200
Muscoda,WI,Platteville,Grant,87600,88600,88600,89000,90000,90500,90300,90000,89800,89300,88700,88100
Glasford,IL,Peoria,Peoria,100800,101800,102200,101800,99600,97700,98400,100700,101500,101300,99800,97500
Brookston,IN,,White,84100,84400,84400,84500,84800,85600,86600,87400,88100,89200,90700,91900
Coopersburg,PA,Allentown,Lehigh,192500,193900,194300,194800,195500,197400,200200,202200,203700,204600,204300,203700
Elroy,WI,,Juneau,82900,83700,84600,85600,86100,85900,85800,86100,86500,87200,87700,87700
North Webster,IN,Warsaw,Kosciusko,134200,133800,133100,132500,132200,132200,132300,132600,132700,133000,133100,133900
Powhatan Point,OH,Wheeling,Belmont,72000,72900,73400,73800,73800,73600,74300,74600,74700,74800,74700,75300
Olathe,CO,Montrose,Montrose,194200,202600,207300,208800,209200,210700,212500,213000,213400,214600,216400,217200
Catawba,VA,Roanoke,Roanoke,162500,163800,165900,168700,171000,172300,173300,174000,174900,175700,175900,175500
Madras,OR,,Jefferson,126700,127300,129000,129700,128300,126900,127200,127400,127400,128400,130400,132800
Abington,PA,Scranton,Lackawanna,296400,301600,305800,308100,306100,303100,300900,300800,302200,303800,302800,300500
Deerfield,OH,Akron,Portage,121900,121500,120900,120600,120900,120900,118400,114400,112300,112900,113900,115200
Pecan Acres,TX,Dallas-Fort Worth,Tarrant,434600,438100,439900,438700,437200,436800,435700,434200,434100,434600,435200,435900
Millington,MD,,Kent,164300,164200,164300,165100,165400,164100,162400,162100,162800,163300,163800,164500
Russia,NY,Utica,Herkimer,104400,104800,105400,107000,108700,109100,108500,110000,112400,113000,111100,110000
Spring Prairie,WI,Whitewater,Walworth,223300,221100,219200,219400,219200,215600,211000,210000,210500,210800,210700,211800
Upper Tyrone,PA,Pittsburgh,Fayette,77200,77900,79700,81700,84500,87900,91400,93700,93800,92900,92600,91700
Malakoff,TX,Athens,Henderson,85400,85900,86500,87000,86700,86300,86700,87500,87900,87700,87300,87300
Halfway House,PA,Philadelphia,Montgomery,202000,202400,203100,205000,207500,209600,211200,212700,213200,213800,214000,213700
Kamiah,ID,,Idaho,137100,137300,137500,137800,138700,140500,142500,144000,144400,144500,145400,146500
Clear Brook,VA,Winchester,Frederick,246100,246600,247400,248300,248700,249000,248400,247200,247000,248600,250900,253400
