"RegionName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06"
"Del Rio, TX",589,164900,157500,151500,155250,151500,155250,166400,168950,159000,159900,150000,145000,145000,136000,147450,148950,143950,149500,157500,153250,145000,149900,149500,146250,149900,144900,144900,148250,125500,128950,127500,134000,139000,139000,139900,139900,150000,139900,150000,155750,155000,154900,154900,152000,149900,144750,150000,149900,155000,158900,159900,164999.5,153450,159000,154900,151000,159450,158950,159900,158950,159900,164900,164450,169900,173900,182500,189100,189900,189500,185000,186000,174650,175000,175000,175000,182000,174900,174900,175000,169900,168000,175000,169000,164900,171950,178375,169450,185900,169000,171200,168000,165000,160000,169200,166607,174900,169950,161000,165400,175000,177300,184900
"Clovis, NM",590,,,,,,,,,,,,,,,,,,,,,,,,,,,159000,167000,169900,175000,177500,171200,174900,170000,170000,169900,172300,169945,172000,175000,171000,172000,178000,166750,169450,162999,159900,159950,162000,162000,169900,169900,173820,169900,168500,169900,165000,164999,166000,165000,169900,169900,169000,174700,174000,179450,175000,174900,177750,175000,159900,159500,159900,159900,165000,174900,175000,174900,169900,167500,164900,159000,155000,155000,155000,159900,163500,165000,165000,156500,161000,160000,159900,164900,163000,163000,169500,169900,168700,173700,164000,168950
"Norfolk, NE",591,,,,,,,,,,,,,,,,112925,110925,111900,114500,109500,110000,109950,104450,99950,98700,99000,93900,105000,109900,104950,104900,98500,99950,1e+05,102500,105250,99950,109950,108750,108000,108000,109950,117000,112425,116000,114900,113000,114900,99750,113450,119925,114950,109900,122225,122200,127500,124900,127700,119975,119500,119950,119950,132500,142900,139900,139900,139900,142222,139950,149900,157725,149900,149900,149900,144950,152225,164950,178000,169950,169900,169000,169900,174000,173200,169900,169000,177450,174000,167000,169900,174000,169925,168000,164925,159900,149925,166000,176725,175725,169900,179900,179000
"Washington, NC",592,225900,219000,229000,214900,205000,199900,199900,199900,199250,199900,199000,185450,194900,195000,190999.5,190999.5,199000,195000,188500,189900,189900,194950,198500,189250,199000,199500,199500,190000,189000,189000,189000,185000,179900,180950,194200,194200,199900,199900,199900,199900,199900,199900,183700,182500,189000,186500,189000,195500,196000,187950,187000,189900,189000,189900,189000,189000,189000,189000,189000,187500,187000,198500,199900,199900,209950,199900,199000,198000,199900,199900,196000,194000,195000,195950,199900,199000,2e+05,198650,199700,198900,199995,219200,218900,219900,218700,218900,227450,239900,249900,249000,249000,229000,219250,223700,217000,215000,227500,225688.5,238400,240352.5,239000,249900
"Corsicana, TX",593,,,,,,,,,,,,,,,,,,,,,,,,,,,139900,148250,147900,149000,134700,144250,147900,150000,140000,147900,149000,145000,147700,145000,147500,149000,144900,139900,145000,148250,149900,149950,149900,154900,148450,147700,148400,149900,149900,147840,149175,146750,139900,139900,144900,141450,144400,159900,158976,154900,160000,165000,169900,169900,169900,164900,158900,159900,169900,174900,174950,176000,181200,189900,189900,175000,175000,165000,145000,147750,150000,168750,164900,159950,169900,164500,169900,159900,160000,154000,149900,158000,169000,195000,194900,193700
"Freeport, IL",594,115900,109900,112950,117700,112250,111750,112300,110000,109950,109900,109000,99900,98000,96900,96700,109000,109900,114000,113750,110000,109900,107650,100449.5,99500,99500,95500,99900,99900,105000,101450,99900,99900,99000,94411,92900,89900,89900,88000,88900,93999,95900,96750,95900,92500,92000,89900,89900,89900,89949.5,94950,98750,99500,99900,99900,99500,99100,95000,97000,94900,89900,89900,88950,94900,94900,99900,104900,104900,99900,95900,94900,89900,85900,85950,87900,89900,92700,94900,95000,94400,89900,89900,89900,89900,84900,84900,85450,84900,89900,95000,95000,92700,95000,91400,87500,84900,85450,84900,86900,86900,89900,89900,94900
"Starkville, MS",595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257750,265000,264900,264900,264000,255000,254950,249900,249900,254900,259500,248950,245000,244000,239500,235400
"Burlington, IA",596,99900,104900,99850,106450,111450,108950,109900,109900,112900,109900,108000,99900,99400,109900,99900,104500,109900,110000,105400,99500,96450,97600,96900,89175,89900,89900,94450,99700,108950,108900,106750,104900,102000,99900,99900,96950,99950,99975,100250,109125,108112.5,1e+05,99950,99900,98900,98250,98000,99000,98500,99000,107150,114950,115000,130500,119900,119900,115900,114450,112400,113900,112900,109950,113900,118000,117000,109900,110000,114900,110000,110000,104900,97500,98900,99900,105450,110900,110000,115000,115000,115000,124500,119900,128500,125000,129900,129900,121500,126900,125000,119900,119000,115000,112500,111000,114900,110000,109900,117500,109900,115450,117500,119925
"Cadillac, MI",597,119900,119000,119000,115000,116450,115000,119000,118450,114900,109900,111000,109900,105942.5,99900,104900,104900,108000,107000,109000,110000,109900,99900,98950,93500,89950,94900,94950,96900,99900,99950,104950,105000,99900,99900,99900,99900,99500,99900,102900,105000,109900,109000,109000,109000,105000,99700,99500,94900,94900,94900,98950,99925,109450,114900,114900,114900,115900,114900,107900,99950,99900,99900,97900,99900,110000,112000,112450,109900,106450,99900,99900,105000,99900,108000,114900,119000,119900,127000,129000,124900,129000,125875,119450,117250,119000,117250,120950,129900,129900,134900,137000,129900,129950,136000,129900,122200,124900,134515,138900,139900,148000,144949.5
"Ardmore, OK",598,136950,139900,132950,129900,129900,147950,149900,149900,149900,149900,149400,149900,139200,138700,139900,138900,139900,146500,152500,149400,146200,139900,138500,134950,137450,139900,159000,159900,157500,158900,149900,154900,169250,165000,166000,155000,149900,159900,158500,159150,159900,160950,164000,167250,169700,169900,162400,150109,150109,159900,164000,159900,162250,160000,170000,169250,164450,159900,179900,192400,189900,189900,189450,179900,188900,186500,178750,159450,149900,149250,149900,154500,159700,159900,169150,168950,169500,174000,169900,164950,165000,164950,162000,162000,177500,179900,174950,172450,184950,179900,179900,171200,167500,164950,159900,158900,155900,159900,160000,160120,165000,163539
"Kendallville, IN",599,,,,,,,,,,,,,103500,103750,106950,114500,114500,112900,121400,124900,124900,124900,119900,114900,114900,109175,111200,112700,103900,109900,114900,109950,112700,99995,107200,106400,99900,99900,104000,109900,109700,109900,109900,109900,109900,114400,114900,109900,112900,119900,139200,133000,133200,135000,130700,129400,124900,124900,115500,119950,114900,124900,123900,119500,124900,124900,121457,119900,119900,119900,124900,119950,124700,115900,129500,130000,139900,139900,139900,134900,127900,128000,125450,134500,134500,132250,139500,134950,133000,132000,134900,125750,129900,129900,139000,129900,129900,129900,128400,135000,139900,144900
"Nogales, AZ",600,168000,159900,159900,159950,159900,159000,158950,158900,164950,166900,170140,189000,175000,177000,165000,164900,164200,167450,166500,164900,160000,159000,159900,164900,167000,154900,144900,163000,169450,160000,169900,174700,179000,179450,189900,189950,189900,189000,190000,197750,199900,197000,190000,189900,198000,198000,198000,190431.5,189000,190075,197500,198250,217000,215376.5,205000,219250,217000,207500,199900,224950,229900,210000,230000,239000,220000,229000,229900,222450,236750,239450,239900,244900,239900,229999,228500,238500,249000,247000,240000,231250,238750,239999,227700,235000,249900,239900,247000,245450,239000,249000,249000,241500,250000,249900,249949.5,254900,249900,259000,261000,265000,261750,257000
"Oxford, MS",601,209900,204500,199900,2e+05,199900,199900,198900,199250,199900,199900,198450,189900,192000,179900,181250,195000,199000,199900,2e+05,2e+05,209949.5,209900,2e+05,199999,194950,194000,199500,187500,189900,185000,184950,196200,2e+05,205000,199900,194900,195000,198500,195000,199850,195000,208000,205000,220000,222750,205000,209250,209000,189700,189900,198700,194900,194900,194900,200450,214500,212450,215387.5,232450,249950,239900,249000,249900,251900,260000,271000,269900,279000,279900,289975,284500,269725,269000,265000,259000,249000,240000,240000,239270,239900,269000,280000,299999.5,291500,266530,286500,274600,269900,279900,299900,315000,289500,310000,298000,299000,299000,302095,295000,285900,275000,269000,265450
"Bogalusa, LA",602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130000,125000,128750,139000,129900,138903,134950,132500,132700,133500,138200,136200,139999.5,155000,145000,139000
"Plymouth, IN",603,143750,147750,146500,149900,149900,154950,149900,144750,147200,146000,142500,132000,129900,139000,139900,139900,149900,155450,149900,150000,154900,153000,154900,158000,154500,149900,159900,154500,149900,143200,148250,144500,146000,141200,132500,139900,140000,140000,146500,145750,142700,145000,159000,162200,159000,159900,149900,155000,159000,164900,164900,169947.5,176000,172500,154000,158450,154900,150000,152000,155000,160000,162250,159900,159900,154900,153950,158350,159000,154500,154900,152700,149900,149900,150000,153450,164700,164900,164900,164500,164500,159900,157500,159900,164950,158000,159950,162000,169900,175000,173950,174900,175000,174900,169900,169900,175500,172950,185500,179850,189450,185000,185000
"Gardnerville Ranchos, NV",604,359500,349990,337800,335000,332500,334900,325000,325000,329000,329000,315000,3e+05,299000,275000,289000,284888,285000,280000,282000,288000,299000,3e+05,324900,325000,329000,3e+05,319995,299000,315000,325000,339250,349000,349950,339900,339000,365000,371750,351900,365000,350000,359000,375000,395000,399000,399900,399000,4e+05,385000,382000,369000,367495,379950,397000,399000,399999,401894,389000,399900,419000,405000,399999.5,399000,399900,399250,399975,405000,399900,399000,399925,405000,419900,419000,409900,419000,415000,425000,425000,429000,445000,449000,465000,469900,489250,497000,485450,489000,481000,483700,479000,479000,489700,495000,499900,510000,525000,519000,539900,539900,522450,519450,499900,524975
"Tahlequah, OK",605,134250,139000,139900,139900,134500,135000,139900,139250,139900,137000,130000,127900,129000,125000,126000,129000,129900,129950,126600,129900,129900,127000,126000,127900,129450,127900,129900,129000,129000,134000,136900,134250,137900,134900,129900,129250,122000,133950,134450,135000,135000,134900,129900,129900,129900,129900,129000,125900,127250,125000,125000,124900,124900,124900,125450,124900,124600,129000,129900,125000,127700,125000,125000,111000,115000,115000,130000,129900,129900,129900,129450,131500,128000,129900,130000,131000,134900,132500,129950,128250,132500,129950,132750,135000,134700,129900,133570,129900,135000,135000,135000,135000,139500,139900,147900,144000,139900,140000,134900,135000,133700,138400
"Madisonville, KY",606,125000,127500,124900,125400,112000,113450,119500,111950,104950,99900,99900,99700,97000,95700,94500,94900,94900,89900,89950,99500,107950,110900,110400,114900,116950,114900,109900,109900,112900,114000,114000,123200,119900,109950,112900,119900,119900,110900,113950,109900,105400,109900,108700,109000,110000,119450,115000,111700,115950,114900,115000,128400,124700,119900,119750,115000,119900,119900,119900,119900,120900,119900,119250,114950,119900,128700,129000,127450,134950,133450,139900,129900,129900,127900,129950,129900,129900,129900,129900,129900,129900,129900,134900,134900,135900,135000,134950,134900,131950,134700,136450,134900,134900,134950,134950,135000,137950,139900,149900,143950,139900,138900
"Canon City, CO",607,184900,185000,179450,179000,176900,178500,175000,169900,169900,169900,169900,168250,166200,169700,169000,165000,165000,165000,159900,159900,162250,159900,167850,159900,159900,159900,157700,159500,159900,159900,155000,159900,159900,159900,159000,159000,154500,154900,150000,155000,154000,154900,159900,160000,167150,169500,169500,169900,173000,174900,174300,169900,174300,175000,175000,169900,169000,169500,169900,169850,175900,179500,179828,182000,178950,184900,180000,180000,179900,179900,189450,189450,182500,185000,189900,194000,199900,199900,195500,199000,197700,194700,192500,189900,199675,209500,214850,214950,224900,215000,219800,225000,220000,219900,225360,230000,225000,239900,241950,259900,260000,261900
"Ruston, LA",608,172500,159450,159900,149900,149000,150000,154900,150250,145000,146669.5,149500,149250,149750,152050,152050,150750,155250,155000,156200,155000,148187,155000,140000,129950,129700,120000,123000,129700,125250,130000,128000,135000,139000,142450,151000,137250,153000,156250,154900,140500,145000,149000,156950,149000,155000,159750,156500,168250,169950,165625,149900,154500,152000,160000,178500,188000,179900,182250,179950,179900,193000,197250,197500,197500,219700,230000,235177.5,2e+05,217000,219000,209900,209950,199900,217500,233000,227450,229900,249500,249500,257500,249500,216500,240250,269000,245000,240000,269900,270000,247000,263500,269500,272950,257450,260500,259500,255000,259250,259500,268500,255450,265000,275000
"Hillsdale, MI",609,,,,,,,,,,,,,,,,109900,109900,109900,104900,99900,109900,99900,99900,98000,99450,109700,104450,104900,109900,109950,109449.5,105900,105900,99900,1e+05,99900,104950,113450,104900,109000,105000,110500,114900,114900,111900,105900,104900,95000,95000,99000,99700,114900,124900,123400,119900,114995,119700,124900,120000,113000,107450,114800,116450,119000,125000,128950,129000,129000,127900,124900,125900,119900,116700,119000,127000,127000,129250,127900,125000,126450,129900,129900,129900,129900,120000,129900,129900,129900,134900,136450,134900,135000,129900,128250,124900,124900,129900,128000,133450,129900,129849.5,135000
"Lewistown, PA",610,,,,,,,,,,,,,,,,,,,,,,,,,,,91900,99900,99000,99900,98000,95000,99500,99900,95500,99900,103400,99900,99900,90000,89900,94700,98000,93950,93000,89900,87900,84950,84900,89000,79900,89500,89900,93250,98950,92500,91200,92500,97000,89900,90950,89900,90999,92450,99500,89900,89900,90950,92000,99900,99250,99000,93900,107450,114950,119900,115000,119900,119700,119900,120000,110000,99700,94900,96900,99900,1e+05,97950,109900,106000,99900,109900,109900,109500,109250,99000,99250,99900,105000,119000,110000,105000
"Rockingham, NC",611,90000,93000,98950,99900,93900,95500,99900,104000,109900,111900,99950,106000,99450,95000,94900,99900,99950,99900,99900,99900,96700,92000,89900,89000,88750,89900,89125,89900,95200,95200,99000,89900,89900,89900,89000,84900,80000,79900,81500,84900,88000,88450,88950,87000,89900,86000,89900,89900,89900,94450,99900,94950,90000,95000,94950,89950,93400,99900,99900,99000,98000,99949.5,109000,111950,107400,99900,99949.5,98000,99900,99500,98850,98500,91500,94950,99000,106900,112500,110000,110250,110000,111950,113900,114950,110000,110000,113950,115000,113500,108500,105000,103900,107000,115000,120000,119000,109900,109900,109900,114950,120500,129450,129450
"Ponca City, OK",612,124450,123950,123900,120000,120000,119500,119900,115000,110000,99500,97750,93000,94500,95000,89900,93450,94200,89900,89900,89000,89900,86200,84900,84900,85450,88900,89450,87500,79250,79900,82900,84900,89900,89900,95000,95000,94500,90000,89900,85000,98450,98000,95000,98500,98000,105000,107500,98000,93950,95000,98000,99000,104700,108200,109900,115000,105000,105000,109450,105450,109950,115000,115000,114200,110000,118000,118500,114900,115500,109000,99900,89999,96750,99400,112000,107000,110000,110000,114900,114950,112000,112000,109950,110000,106250,104000,99900,102400,108750,100700,104950,99900,99900,107900,109500,99900,117000,109900,109900,105450,112900,119000
"Blytheville, AR",613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97500,94750,89000,88500,84900,89000,85200,81900,78500,85500,79900,78250,78250,74900,78000,73900,68200,80000,79900,76900,78950,74900,79900,85000,79900,79900,83500,86400,85950,86450,84950,80000,85000,85000,89950,81000,91000,89900,92963.5,104950,110000,112000,108000,110000,109900,110000,103950,106000,99000,98500,105450,99700,98000,101950,99000,95000,93950,94900,90000,90701,89000,84950,85000,88500,89950,92750,91500,94900,98000,94900,92900,90000,88888,85000
"Red Wing, MN",614,177900,178450,169900,177900,172500,171900,167900,167450,167450,159900,159850,163900,169900,169200,169900,164900,159425,160000,159950,159900,159000,152900,160900,163200,160000,159900,169900,163900,162250,164900,169900,169900,159675,159900,159900,156900,146450,163900,169000,169000,169900,168875,164900,169000,159900,159875,159900,159900,154900,149999,169900,175000,179000,189875,179900,179900,184500,175000,175000,175450,178450,176950,179900,185000,189900,195000,196400,2e+05,207900,202000,189900,188450,189900,189900,188425,189900,195000,193500,209000,214900,209900,216000,199900,210000,210000,214900,219900,219900,219900,219900,215000,220900,229900,234950,229950,219500,219900,237900,237900,257400,252400,249900
"Shawano, WI",615,159900,157400,149900,148900,145650,139900,143450,134900,134900,137080,139900,137080,134900,139900,134900,139900,138000,139000,134900,135000,144400,139900,139900,139000,145000,145000,143400,134950,138500,134900,139700,135900,129900,129000,124900,123650,124900,124900,124900,125000,124900,125000,124900,129900,121900,122900,116900,116900,118900,119000,119900,119900,126500,129900,130950,130000,129900,129900,129900,129000,122300,132450,134900,139900,139900,139900,137700,139900,139900,139900,139700,139500,139900,139500,139900,139500,139900,139650,135000,138750,134999.5,134900,135250,130000,130000,134900,134950,139900,139900,135250,130700,139450,134900,134900,139900,134900,139000,138000,142900,146400,147450,145900
"Cedar City, UT",616,169900,167900,160000,168999,160000,159900,164950,160000,164900,159950,156200,150950,150000,150000,149900,149900,149900,150000,149000,144900,141000,139900,134900,128500,135000,129900,129900,125000,136900,137500,139900,139900,145900,149000,149900,149900,155000,150000,150000,149900,150000,150000,156000,154900,169000,149900,149000,154950,159000,166300,166300,173000,169900,175888,176000,171900,171950,169000,169900,169900,169900,169900,169900,174900,179900,185000,189900,188100,190000,198950,214950,216000,2e+05,194950,194950,189900,195000,204950,209000,209900,215000,209000,209900,215000,214900,214900,219900,219900,224900,220000,220000,224900,219950,234800,234949.5,235000,234900,239900,239900,240000,239900,246300
"Gillette, WY",617,229450,225000,225000,224900,223900,218000,217950,219900,219900,219900,214975,214900,209700,191900,209900,209900,210900,219900,229900,229900,229900,219900,219450,225900,216900,218450,227900,225000,222750,222900,222900,219900,217750,215900,219900,219500,218000,221650,224900,225900,225000,225000,229900,224500,229995,224500,215000,224500,222200,235000,226000,229000,237700,234900,234950,237500,236500,239000,239900,239000,235000,224900,227900,234000,244900,239450,239900,240000,239900,241900,239900,240000,240000,245000,239900,235000,233425,229000,229000,228138.5,228000,224900,218750,210000,209900,208000,207000,214450,216250,215500,215000,215000,212900,214200,210000,209700,209900,209900,213500,215000,218350,225000
"Newport, OR",618,349000,349000,349000,329000,329000,325000,324700,319000,315000,299500,299500,294950,299000,289725,299000,299000,299000,295000,289000,287750,285000,275000,269000,255000,268500,265000,259000,259000,259000,259000,261450,269900,259000,259000,262250,262500,270000,275000,274900,275000,279000,279000,279500,279000,275000,275000,279000,279000,279000,275000,275000,275000,265000,268500,279450,279900,283450,279900,289000,286450,279975,294450,296000,295000,289049.5,289000,295000,299000,299000,299000,299000,296500,299000,289000,299000,309000,299900,299900,299999.5,299900,3e+05,309900,315000,320000,320000,325000,315000,325000,325000,325000,325000,325000,334900,334900,339925,339000,339000,336375,349000,349999.5,349000,349000
"Wapakoneta, OH",619,124900,124900,124900,119900,118700,119000,118500,118000,118700,118950,119900,117450,115000,116450,114900,114900,114900,114900,114900,113950,110900,112700,109900,109900,109900,115000,116900,109900,116900,114900,110000,109450,109950,107400,109900,104900,109900,104900,104900,105900,106900,104900,105000,105000,109900,109900,107500,107700,107500,109900,111000,114900,117000,115900,115000,115900,114900,110450,114200,107000,107900,105750,114900,115900,119900,119900,119200,119900,120950,122450,121950,119950,122000,121000,124900,124900,129200,129900,128250,127000,125450,125000,127000,127350,126700,124950,122500,122250,128900,129900,129900,134900,130000,130000,133000,134999.5,132500,135000,139350,144900,145000,143500
"Huntingdon, PA",620,,,,,,,,,,,,,,,,,,199900,199900,187450,199949.5,205900,199900,199450,190000,187500,185000,199900,205900,222450,205900,199949.5,202000,199900,194900,194900,199900,199900,183500,164900,160000,169900,164900,159900,165000,139750,149900,153700,160000,149900,159900,159900,160000,159950,159900,159000,149900,145400,139900,129999.5,129900,139900,148950,149900,173000,179900,176000,149900,145900,149900,160450,149900,159900,158000,152400,174900,165000,164900,169900,149000,150950,150000,149950,144900,138500,139000,131950,127400,127450,144900,134900,143949.5,149900,148750,144900,140000,129900,149000,137900,150000,169450,169450
"Bellefontaine, OH",621,118000,119900,124900,123900,123900,119900,122950,121900,122900,119950,119900,118700,114900,115000,114900,115000,124900,129475,128400,129900,129900,129900,129900,129000,125000,126000,124950,125000,125000,124900,124900,119900,121000,119900,115250,109900,109000,104900,109900,112900,124900,124900,125000,123450,124000,129500,124900,125000,125000,124900,124400,125900,129900,127900,129900,127000,129900,129900,128000,125000,121900,119900,119900,124900,127750,129700,134900,134900,134900,129000,128750,125000,124850,124150,124900,129500,134900,139900,139900,139900,134900,144400,139900,136250,129900,134900,139900,139900,139900,149900,146900,139949.5,139410,139900,139000,139000,131900,139000,145000,159900,149900,159900
"McAlester, OK",622,119000,115000,114950,117000,120000,124900,110000,119000,114900,119000,127450,119925,115000,129900,124900,119900,119975,134500,129250,124900,120000,120000,119900,119000,115000,119000,124950,115000,124900,116500,124000,122400,119900,118250,119900,119900,119900,114950,115000,116500,115250,124500,124900,123500,119000,117900,115000,119650,119900,115000,114999.5,115000,116250,119950,117500,119900,119900,125000,124900,125000,124900,125000,128499,125000,119900,123500,124950,129000,125000,125000,129500,122950,119900,115000,124900,125000,129950,130000,129900,129900,125000,123700,122000,118750,120000,119900,121430,128900,129900,127900,132305,129900,129700,124700,125000,129900,129900,133000,138750,147500,148900,146950
"Blackfoot, ID",623,169900,160000,159900,155000,147811.5,147561.5,144900,146900,148200,145000,147900,145000,144999,144000,149900,149000,144950,139900,139900,144450,140000,139000,136900,137000,134900,137000,138500,142000,149500,149900,149500,154900,161250,155000,149500,149500,140500,140000,139900,138500,138250,138750,135000,138900,145400,130000,129400,129000,126450,129000,129900,137500,145000,149900,152900,149900,144950,149999,149900,136450,136000,143000,149500,146000,147500,140000,141900,139900,143000,139950,144750,144500,142000,140000,149700,150000,149900,159500,159700,159900,159900,159700,159900,159900,159000,155000,159000,169900,171950,160000,164950,159000,164950,160000,155000,155000,169000,174900,187000,189000,190000,198000
"Moultrie, GA",624,146950,139950,138400,134900,134900,132000,129900,127500,122400,129900,134950,129900,131200,129900,139900,139900,139900,139900,139900,132200,129900,127000,127500,129450,125900,128250,119900,119900,125950,127000,129500,129900,129000,125500,128000,127750,127750,129000,129450,129900,124950,125000,120000,119900,118900,111450,111900,119400,104900,111950,113800,112900,119825,119900,119900,119000,119900,119900,119900,119900,119900,120000,120000,119900,120000,119900,128500,122450,119900,119000,118900,114900,110000,114900,114900,114900,125000,119900,127900,129900,129900,125000,129038,129900,139450,146700,138950,138200,138000,129900,138950,144925,147900,149000,149000,149900,159450,159450,160000,158950,159900,156700
"Henderson, NC",625,164900,159900,160000,154400,149250,149950,154400,149900,138950,138950,147000,135000,129900,129900,129900,128250,139900,145500,139900,140000,140000,145900,149450,149450,155000,145450,149900,149250,149900,144900,139900,139700,129700,124500,129000,129400,119900,119900,119900,117950,121000,129900,122500,124000,124900,129900,125000,119900,119000,124900,124900,125000,119900,122900,119900,127500,123400,124900,139900,139000,136900,134950,139000,129900,149000,149750,150000,150000,147000,144950,140000,141000,142000,139900,144900,144900,144800,144900,159700,143700,150000,149900,139000,139000,129900,126400,139000,145750,149999,142499.5,147450,155269,151999.5,144900,149949.5,152735.5,149900,125000,139900,149900,139950,138500
"Coldwater, MI",626,119950,127000,113950,117500,111500,119900,119450,117500,119900,119900,129250,109900,110900,99900,99900,84900,80450,84900,88800,89000,79900,79900,79900,79900,83950,83950,84900,81500,88450,89900,95900,97700,90950,89900,96900,94950,94450,89400,99900,99900,96250,99900,117000,119900,122900,110000,103000,104700,99950,1e+05,109900,119900,119900,129000,124450,115900,111000,112500,109900,109900,105000,99900,101000,99950,99900,104700,109950,112900,119250,114950,109900,109900,114900,119400,119900,124900,125000,124000,129950,128700,134900,128000,129000,128000,127450,119900,129000,132000,137199.5,139500,141000,147900,139000,139000,138250,129900,129900,132700,142450,149000,149000,149000
"Harrison, AR",627,144900,142400,142500,154900,149700,144900,149900,149900,152450,154900,156450,141000,139900,145450,142450,144900,139900,139800,139900,135000,134900,129900,129900,120750,129900,130000,135900,136700,137500,137500,139900,139700,136450,129900,129900,129900,130000,134900,135000,135000,129900,129900,129900,129900,129000,127500,129000,127900,128700,129000,129000,128800,129900,128350,129000,125000,122450,120000,124900,119950,124900,124900,129900,132749.5,142900,145000,135000,134900,129900,143000,141450,131900,127900,127900,129900,129900,130000,131025,134900,131900,129900,129900,130000,130000,139900,135000,147700,139900,147500,144900,149900,149500,149900,150000,149997.5,147500,146200,149000,149900,145000,147500,149900
"Rolla, MO",628,134900,134400,139900,138800,139350,139900,138400,139000,137900,134500,132500,132500,127900,125000,126900,127900,129900,134900,129900,133900,134900,134900,134900,133900,130000,129900,129900,135000,132900,129900,129000,129900,130500,132000,129900,129900,125750,129000,129900,127950,126000,135000,129900,129900,139900,139700,139900,143500,139900,143700,150950,152400,149900,145000,140000,139900,134949.5,134900,128500,128250,127700,134900,139500,144700,140000,139500,140000,140000,139900,139900,139900,138900,134900,134900,139900,137500,145900,139900,139675,129900,133900,134000,129900,133450,134750,134325,133950,129900,129900,129700,129900,125000,124250,124500,126500,123900,124500,125000,125750,130000,139900,142450
"Shelbyville, TN",629,134900,139900,132900,133900,129900,132900,129900,129900,134900,129900,135900,135700,127500,129200,124000,119997.5,119997.5,119999,125000,127500,120000,124900,124900,124900,122500,119900,119900,119900,117900,119900,126000,125450,128250,129000,129900,129900,129937.5,129900,129900,129900,129900,132000,125000,127900,132900,134900,135000,139700,144900,149250,156235,149900,149900,150000,149900,156570,149900,146250,148900,144500,150000,164500,174900,172200,169950,169000,163250,169900,164500,168000,149900,163000,159900,165900,169900,167000,169900,169900,169900,169900,177450,171900,171400,175950,184900,184900,189500,184900,189900,202400,209900,209900,219900,199900,201450,196381,199000,199000,199900,191750,207990,209900
"Duncan, OK",630,105000,108000,105000,95000,96800,110000,112000,107225,118500,122450,119950,118250,115000,109750,114000,114950,114950,118750,115000,114000,112000,109500,112000,117700,109250,107750,104000,109750,114950,114950,110000,107500,99900,99500,98250,97500,99500,99900,105000,102500,108500,111000,112500,118000,114950,115250,116750,109900,99450,96900,102000,103250,108000,100750,105900,105900,99250,99500,87000,89000,95000,102000,109450,110000,116000,114900,114950,114900,118150,122500,120950,119500,119700,113000,119250,115000,115000,116500,122400,117000,117000,117500,107000,104500,99950,96000,95000,98500,99750,98000,104900,105000,116000,112900,114900,1e+05,105000,99500,99000,104750,105000,105000
"Marion, NC",631,179900,174900,174900,169450,168750,172400,172200,179900,179000,179900,179900,179900,174000,174900,169900,169900,164950,164900,168900,172200,174990,174900,170000,159900,159900,153000,159900,149900,154000,157250,165000,164700,159600,164900,160950,159500,168770,171000,172000,172500,169900,175000,182645,182772.5,179950,179900,182645,179900,178000,179450,176999,174900,174900,179000,179900,184500,189241,188691,183482,180000,175000,159900,174900,179900,186000,197250,190000,195000,199500,199500,213450,191000,189900,185900,192000,2e+05,218450,225000,227900,229000,236250,230000,246500,249950,249000,239816.5,219950,249700,249900,249900,249900,249999,259900,258500,249900,249900,239950,234000,239900,229700,234750,235000
"Lewisburg, PA",632,199650,199500,199900,214000,219900,219900,209450,206450,199900,189900,184900,177000,179450,177000,174900,182000,184900,186200,186200,179950,185000,183900,182700,183950,179950,178750,179900,199000,205000,209900,198750,189900,184700,179950,189700,189900,194950,199000,199900,210000,234900,232400,236900,194700,194700,189900,189900,199450,185500,187500,189900,209450,216950,210000,202450,194900,196950,189900,197500,199000,199900,209450,219450,220050,219900,219900,220100,219900,219900,219900,221750,229950,235500,229900,229900,235000,233450,219900,219900,220100,220100,218500,214900,209950,212500,219950,220100,220050,225000,229900,231900,237900,229900,231900,220000,219900,234900,225000,235000,235000,234900,234900
